"accuratePass" "lostCorners" "goalsConceded" "saves" "penaltyFaced" "goalKicks" "totalPass" "gameStarted" "totalTackle" "penGoalsConceded" "minsPlayed" "totalClearance" "formationPlace" "fecha" "idequipo" "equipo" "idjugador" "position" "blockedScoringAtt" "totalScoringAtt" "totalThrows" "totalSubOff" "shotOffTarget" "wonCorners" "cornerTaken" "penaltyConceded" "yellowCard" "ontargetScoringAtt" "fouls" "wonTackle" "wasFouled" "goals" "totalSubOn" "stats[2, ]" "totalOffside" "local" "id_partido" "penaltyWon" "goalAssist" "cleanSheet" "ownGoals" "penaltySave" "secondYellow" "redCard"
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-09Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "6h7xyl2ovquoc1wbb1jbvypk9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "ax9aaxsj6rm5ii4o32ti4o6ei" NA NA NA NA NA NA NA
"7" NA "1" "3" NA "5" "17" "1" NA NA "90" "2" "1" "2018-08-09Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "6hbv987507pwsugwufsx1d2ei" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE "ax9aaxsj6rm5ii4o32ti4o6ei" NA NA NA NA NA NA NA
"21" NA "1" NA NA NA "35" "1" NA NA "90" "7" "3" "2018-08-09Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "53xl5ykkunenb091oa8ftp2ax" "Defender" NA NA "15" NA NA NA NA NA NA NA NA NA "1" NA NA NA NA FALSE "ax9aaxsj6rm5ii4o32ti4o6ei" NA NA NA NA NA NA NA
"34" "2" "1" NA NA NA "45" "1" "1" NA "90" "7" "6" "2018-08-09Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "f98n454u9g97ngyluh0rd4ut" "Defender" NA NA "2" NA NA NA NA NA NA NA "1" NA NA NA NA NA NA FALSE "ax9aaxsj6rm5ii4o32ti4o6ei" NA NA NA NA NA NA NA
"41" "1" "1" NA NA NA "55" "1" "1" NA "90" "5" "5" "2018-08-09Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "43905outcxyxew16255nb0o2x" "Defender" NA NA NA NA NA NA NA NA NA NA "1" NA "2" NA NA NA NA FALSE "ax9aaxsj6rm5ii4o32ti4o6ei" NA NA NA NA NA NA NA
"32" "2" "1" NA NA NA "46" "1" "2" NA "90" NA "2" "2018-08-09Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "du2wvawhx2vb5sph5plzrdnu1" "Defender" NA NA "18" NA NA NA NA NA NA NA NA "2" NA NA NA NA NA FALSE "ax9aaxsj6rm5ii4o32ti4o6ei" NA NA NA NA NA NA NA
"19" NA "1" NA NA NA "23" "1" "1" NA "90" NA "11" "2018-08-09Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "enh0z58rrftq2m6hybzhgf65l" "Midfielder" "1" "1" NA NA NA NA NA NA NA NA "1" "1" "1" NA NA NA NA FALSE "ax9aaxsj6rm5ii4o32ti4o6ei" NA NA NA NA NA NA NA
"38" NA "1" NA NA NA "50" "1" NA NA "90" "2" "8" "2018-08-09Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "efvcf4syatkaw5fbo37i5hat" "Midfielder" "1" "1" "2" NA NA NA NA NA NA NA NA NA "2" NA NA NA NA FALSE "ax9aaxsj6rm5ii4o32ti4o6ei" NA NA NA NA NA NA NA
"42" "1" "1" NA NA NA "46" "1" "3" NA "90" "1" "4" "2018-08-09Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "3fta0gg3ghja3x9ouubjjfzl5" "Midfielder" "1" "1" NA NA NA NA NA NA NA NA "3" NA NA NA NA NA NA FALSE "ax9aaxsj6rm5ii4o32ti4o6ei" NA NA NA NA NA NA NA
"17" NA "1" NA NA NA "25" "1" "5" NA "90" NA "7" "2018-08-09Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "avhmou9ayqv9te0nocy80aga1" "Midfielder" NA "3" NA NA "1" NA "1" NA NA "2" NA "4" "1" NA NA NA NA FALSE "ax9aaxsj6rm5ii4o32ti4o6ei" NA NA NA NA NA NA NA
"10" NA "1" NA NA NA "13" "1" NA NA "59" NA "9" "2018-08-09Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "9ww7juyjcdpja51ov7t9hnf1l" "Striker" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE "ax9aaxsj6rm5ii4o32ti4o6ei" NA NA NA NA NA NA NA
"6" NA "1" NA NA NA "12" "1" "3" NA "59" NA "10" "2018-08-09Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "bznz1lh4zpswxd4gv7zqat27e" "Striker" NA "1" NA "1" "1" NA NA NA NA NA NA "3" "1" NA NA NA NA FALSE "ax9aaxsj6rm5ii4o32ti4o6ei" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-09Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "eutzpxsf3f6kk5b94lclp4rqi" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "ax9aaxsj6rm5ii4o32ti4o6ei" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-09Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "a9tylms4agpy050nwx4f30t4a" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "ax9aaxsj6rm5ii4o32ti4o6ei" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-09Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "3jtt0hibkysbt8jtllosji63u" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "ax9aaxsj6rm5ii4o32ti4o6ei" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-09Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "dq3ymm0rlrog3p638qn1qk0l" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "ax9aaxsj6rm5ii4o32ti4o6ei" NA NA NA NA NA NA NA
"6" NA NA NA NA NA "7" NA "1" NA "31" NA "0" "2018-08-09Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "bz8sv2aepa96gcqahiu0r3yt" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "1" NA NA "1" NA NA FALSE "ax9aaxsj6rm5ii4o32ti4o6ei" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-09Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "b38s53wgj26z819esfndphhpl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "ax9aaxsj6rm5ii4o32ti4o6ei" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-09Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "fmqu41r270sksobjpl78kt79" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "ax9aaxsj6rm5ii4o32ti4o6ei" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-09Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "e2cviaurp66ntp52needonka2" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "ax9aaxsj6rm5ii4o32ti4o6ei" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-09Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "9ogecleyjwruw47fkkfacksfd" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "ax9aaxsj6rm5ii4o32ti4o6ei" NA NA NA NA NA NA NA
"1" NA NA NA NA NA "7" NA NA NA "31" NA "0" "2018-08-09Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "a5ew0j9hz4ounrjkeco7g6iuh" "Substitute" NA "1" NA NA NA "1" NA NA NA "1" "1" NA "1" NA "1" NA NA FALSE "ax9aaxsj6rm5ii4o32ti4o6ei" NA NA NA NA NA NA NA
"32" "2" "3" "7" NA "5" "40" "1" NA NA "90" "1" "1" "2018-08-24Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "7yd1zxbm6jnvxhmk1v2xyh9m1" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
"36" "1" "3" NA NA NA "57" "1" "1" NA "90" "2" "3" "2018-08-24Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "24dpnyyhqgnve5zzget4gz1zp" "Defender" NA NA "15" NA NA NA "4" NA NA NA NA "1" NA NA NA NA NA TRUE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
"72" NA "3" NA NA NA "82" "1" "2" NA "90" "3" "6" "2018-08-24Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "470uu9issmbdfyhxjq75gdbs9" "Defender" NA NA "3" NA NA NA NA NA "1" NA "1" "1" "2" NA NA NA NA TRUE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
"69" NA "3" NA NA NA "89" "1" "2" NA "90" "2" "5" "2018-08-24Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "2me13zmgmf0r0wtsjmxid1zvt" "Defender" NA NA "1" NA NA NA NA NA NA NA NA "2" NA NA NA NA NA TRUE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
"34" NA "3" NA NA NA "45" "1" "1" NA "71" NA "2" "2018-08-24Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "cp37td3qaw8oyf3mznoh45o15" "Defender" NA NA "29" "1" NA NA NA NA "1" NA NA "1" NA NA NA NA NA TRUE "4jte93zgeqehlsph5qu4k1hey" NA "1" NA NA NA NA NA
"38" NA "3" NA NA NA "46" "1" "2" NA "90" "2" "8" "2018-08-24Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "22zrashyijuh9pnjovqpyl8lx" "Midfielder" "3" "4" NA NA NA "1" NA NA NA "1" NA "1" NA NA NA NA "1" TRUE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
"57" "1" "3" NA NA NA "73" "1" NA NA "90" NA "4" "2018-08-24Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "1loi315glota15qd57q6e0xrd" "Midfielder" NA "1" NA NA "1" NA NA NA NA NA "2" NA "2" NA NA NA NA TRUE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
"22" NA "3" NA NA NA "34" "1" NA NA "90" NA "7" "2018-08-24Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "1tusdkqm6v4khzekbrp2jfnqh" "Midfielder" "1" "2" NA NA NA "2" NA NA NA "1" NA NA "1" NA NA NA "1" TRUE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
"12" NA "3" NA NA NA "15" "1" NA NA "90" NA "11" "2018-08-24Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "5jaakf8jzf5ibmg4evpfcbjs9" "Striker" NA "5" NA NA "4" "2" NA NA NA "1" NA NA NA "1" NA NA NA TRUE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
"17" NA "3" NA NA NA "23" "1" "1" NA "90" NA "9" "2018-08-24Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "aib5wgtlgl48jaezcguoxkmp5" "Striker" "1" "3" NA NA "1" NA NA NA NA "1" "4" "1" NA NA NA NA NA TRUE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
"47" NA "3" NA NA NA "54" "1" "2" NA "80" NA "10" "2018-08-24Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "5nad4qgy5hlwfsm64mhkwadw5" "Striker" NA "2" NA "1" "1" "1" "2" NA NA "1" "1" "1" "1" NA NA NA NA TRUE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
"8" NA NA NA NA NA "10" NA NA NA "19" NA "0" "2018-08-24Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "1z29kbiufzx7u32mh1fvy1rs9" "Substitute" NA NA "3" NA NA NA NA NA NA NA NA NA NA NA "1" NA NA TRUE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-24Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "440p9vyf2bnhoivrea2biq9k9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-24Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "8jok7wopda70yus7gj5qwi1nt" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-24Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "6h41rdmhfs08723t23zgi5vjd" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-24Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "ah7rqmwf12jy914sapkcg91pl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-24Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "f0cwpq45aa7b5de10j9skw44p" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
"5" NA NA NA NA NA "7" NA NA NA "10" NA "0" "2018-08-24Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "bu6otdhlxkznbdm7v6gq1gq21" "Substitute" NA NA "1" NA NA NA NA NA NA NA NA NA NA NA "1" NA NA TRUE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-24Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "6h7xyl2ovquoc1wbb1jbvypk9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
"5" "2" "1" "4" NA "9" "19" "1" NA NA "90" "1" "1" "2018-08-24Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "e2cviaurp66ntp52needonka2" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
"13" "1" "1" NA NA NA "23" "1" "2" NA "90" "2" "3" "2018-08-24Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "53xl5ykkunenb091oa8ftp2ax" "Defender" NA NA "13" NA NA NA NA NA NA NA NA "2" NA NA NA NA NA FALSE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
"20" "1" "1" NA NA NA "27" "1" "1" NA "90" "12" "6" "2018-08-24Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "f98n454u9g97ngyluh0rd4ut" "Defender" NA NA NA NA NA NA NA NA NA NA NA NA "1" NA NA NA NA FALSE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
"22" "1" "1" NA NA NA "39" "1" NA NA "90" "4" "5" "2018-08-24Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "43905outcxyxew16255nb0o2x" "Defender" NA NA NA NA NA NA NA NA NA NA NA NA "2" NA NA NA NA FALSE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
"24" NA "1" NA NA NA "31" "1" "5" NA "90" "1" "2" "2018-08-24Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "bz8sv2aepa96gcqahiu0r3yt" "Defender" NA "1" "7" NA NA "1" NA NA NA "1" NA "4" NA NA NA NA NA FALSE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
"12" NA "1" NA NA NA "25" "1" "2" NA "90" NA "11" "2018-08-24Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "avhmou9ayqv9te0nocy80aga1" "Midfielder" NA "2" NA NA "1" "1" NA NA "1" "1" "1" "2" NA NA NA NA NA FALSE "4jte93zgeqehlsph5qu4k1hey" NA "1" NA NA NA NA NA
"27" "1" "1" NA NA NA "35" "1" "3" NA "90" NA "8" "2018-08-24Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "efvcf4syatkaw5fbo37i5hat" "Midfielder" "1" "2" NA NA NA NA "3" NA NA "1" NA "2" "3" "1" NA NA NA FALSE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
"16" NA "1" NA NA NA "24" "1" "1" NA "90" "3" "4" "2018-08-24Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "3fta0gg3ghja3x9ouubjjfzl5" "Midfielder" NA "3" NA NA "1" "1" NA NA NA "2" "1" "1" NA NA NA NA NA FALSE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
"27" NA "1" NA NA NA "37" "1" "2" NA "90" NA "7" "2018-08-24Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "enh0z58rrftq2m6hybzhgf65l" "Midfielder" NA "2" NA NA NA NA NA NA NA "2" NA "2" NA "1" NA NA NA FALSE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
"13" NA "1" NA NA NA "18" "1" "1" NA "90" NA "9" "2018-08-24Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "9ww7juyjcdpja51ov7t9hnf1l" "Striker" NA "2" "2" NA NA NA "1" NA NA "2" "1" "1" "1" "1" NA NA NA FALSE "4jte93zgeqehlsph5qu4k1hey" NA "1" NA NA NA NA NA
"18" NA "1" NA NA NA "20" "1" "1" NA "89" "1" "10" "2018-08-24Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "a5ew0j9hz4ounrjkeco7g6iuh" "Striker" "2" "4" NA "1" "1" "1" NA NA NA "1" "4" "1" "1" NA NA NA NA FALSE "4jte93zgeqehlsph5qu4k1hey" NA "1" NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-24Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "a9tylms4agpy050nwx4f30t4a" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-24Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "eutzpxsf3f6kk5b94lclp4rqi" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-24Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "3jtt0hibkysbt8jtllosji63u" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-24Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "dq3ymm0rlrog3p638qn1qk0l" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
NA NA NA NA NA NA "2" NA NA NA "1" NA "0" "2018-08-24Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "bznz1lh4zpswxd4gv7zqat27e" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA NA FALSE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-24Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "b38s53wgj26z819esfndphhpl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-24Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "fmqu41r270sksobjpl78kt79" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-24Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "6hbv987507pwsugwufsx1d2ei" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-24Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "9ogecleyjwruw47fkkfacksfd" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-24Z" "oywgvfa23kv1v1407be9ev2v" "Japan U20" "du2wvawhx2vb5sph5plzrdnu1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "4jte93zgeqehlsph5qu4k1hey" NA NA NA NA NA NA NA
"19" NA "1" "2" NA "6" "28" "1" NA NA "90" "1" "1" "2018-08-16Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "7yd1zxbm6jnvxhmk1v2xyh9m1" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "5eynvqp9ifcdqpwqwx6un8sq2" NA NA NA NA NA NA NA
"43" NA "1" NA NA NA "61" "1" NA NA "90" "2" "3" "2018-08-16Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "24dpnyyhqgnve5zzget4gz1zp" "Defender" NA "1" "18" NA NA NA NA NA NA "1" "1" NA "1" NA NA NA "1" TRUE "5eynvqp9ifcdqpwqwx6un8sq2" NA NA NA NA NA NA NA
"62" NA "1" NA NA NA "78" "1" "1" NA "90" "5" "6" "2018-08-16Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "470uu9issmbdfyhxjq75gdbs9" "Defender" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "5eynvqp9ifcdqpwqwx6un8sq2" NA NA NA NA NA NA NA
"48" NA "1" NA NA NA "56" "1" NA NA "90" "6" "5" "2018-08-16Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "2me13zmgmf0r0wtsjmxid1zvt" "Defender" NA NA NA NA NA NA NA NA NA NA "1" NA NA NA NA NA NA TRUE "5eynvqp9ifcdqpwqwx6un8sq2" NA NA NA NA NA NA NA
"6" NA NA NA NA NA "13" "1" NA NA "21" NA "2" "2018-08-16Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "cp37td3qaw8oyf3mznoh45o15" "Defender" NA NA "6" "1" NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "5eynvqp9ifcdqpwqwx6un8sq2" NA NA NA NA NA NA NA
"47" NA "1" NA NA NA "63" "1" "1" NA "90" NA "8" "2018-08-16Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "22zrashyijuh9pnjovqpyl8lx" "Midfielder" NA "1" NA NA NA NA NA NA NA "1" "1" "1" "2" "1" NA NA NA TRUE "5eynvqp9ifcdqpwqwx6un8sq2" NA "1" NA NA NA NA NA
"33" "1" "1" NA NA NA "46" "1" "3" NA "90" "1" "4" "2018-08-16Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "1loi315glota15qd57q6e0xrd" "Midfielder" NA NA NA NA NA NA NA NA "1" NA "3" "3" "2" NA NA NA "1" TRUE "5eynvqp9ifcdqpwqwx6un8sq2" NA NA NA NA NA NA NA
"53" NA "1" NA NA NA "62" "1" "5" NA "90" NA "7" "2018-08-16Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "5ovqn6llocczhae9n1kzj5nf9" "Midfielder" NA "2" NA NA "1" NA NA NA NA "1" NA "5" "1" "1" NA NA NA TRUE "5eynvqp9ifcdqpwqwx6un8sq2" NA NA NA NA NA NA NA
"40" NA "1" NA NA NA "56" "1" "3" NA "90" "4" "11" "2018-08-16Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "5jaakf8jzf5ibmg4evpfcbjs9" "Striker" NA "1" "16" NA "1" NA NA NA NA NA "1" "2" NA NA NA NA "1" TRUE "5eynvqp9ifcdqpwqwx6un8sq2" NA NA NA NA NA NA NA
"22" NA "1" NA NA NA "28" "1" "2" NA "89" NA "9" "2018-08-16Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "aib5wgtlgl48jaezcguoxkmp5" "Striker" NA NA NA "1" NA NA NA NA NA NA "1" "1" "1" NA NA NA "1" TRUE "5eynvqp9ifcdqpwqwx6un8sq2" NA NA NA NA NA NA NA
"44" NA "1" NA NA NA "47" "1" "3" NA "79" NA "10" "2018-08-16Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "5nad4qgy5hlwfsm64mhkwadw5" "Striker" "1" "1" NA "1" NA NA NA NA NA NA "3" "3" NA NA NA NA NA TRUE "5eynvqp9ifcdqpwqwx6un8sq2" NA NA NA NA NA NA NA
"6" NA NA NA NA NA "8" NA NA NA "11" NA "0" "2018-08-16Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "1z29kbiufzx7u32mh1fvy1rs9" "Substitute" NA NA NA NA NA NA "1" NA NA NA "1" NA NA NA "1" NA NA TRUE "5eynvqp9ifcdqpwqwx6un8sq2" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-16Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "440p9vyf2bnhoivrea2biq9k9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "5eynvqp9ifcdqpwqwx6un8sq2" NA NA NA NA NA NA NA
"11" NA "1" NA NA NA "15" NA NA NA "69" NA "0" "2018-08-16Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "1tusdkqm6v4khzekbrp2jfnqh" "Substitute" NA "1" NA NA NA "1" NA NA NA "1" "1" NA NA NA "1" NA NA TRUE "5eynvqp9ifcdqpwqwx6un8sq2" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-16Z" "drwjrfh464v4klv71eflmnugg" "Spain U20" "8jok7wopda70yus7gj5qwi1nt" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "5eynvqp9ifcdqpwqwx6un8sq2" NA NA NA NA NA NA NA
