"accuratePass" "goalsConceded" "saves" "goalKicks" "totalPass" "gameStarted" "minsPlayed" "totalClearance" "formationPlace" "fecha" "idequipo" "equipo" "idjugador" "position" "wonTackle" "lostCorners" "totalScoringAtt" "totalThrows" "totalTackle" "shotOffTarget" "fouls" "wasFouled" "ontargetScoringAtt" "goals" "totalSubOff" "wonCorners" "yellowCard" "cornerTaken" "totalSubOn" "stats[2, ]" "local" "id_partido" "blockedScoringAtt" "totalOffside" "goalAssist" "cleanSheet" "ownGoals" "redCard" "penaltyFaced" "penGoalsConceded" "penaltyConceded" "penaltyWon" "penaltySave" "secondYellow"
"26" NA "2" "11" "38" "1" "90" "2" "1" "2017-10-10Z" "hry88v6s26gd6f9jvbtz57h1" "Spain U17" "gy3gs4j5xmdzmzh3uwwxteqx" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA "1" NA NA NA NA NA NA NA NA
"50" NA NA NA "60" "1" "90" "1" "3" "2017-10-10Z" "hry88v6s26gd6f9jvbtz57h1" "Spain U17" "emvmn561wgd62zj0s3qi5j5rd" "Defender" "4" "2" "3" "14" "6" "2" NA "1" "1" NA NA NA NA NA NA NA TRUE "dxvpwqw19zx9ripfo5b57pboq" NA NA "2" "1" NA NA NA NA NA NA NA NA
"61" NA NA NA "69" "1" "90" "3" "6" "2017-10-10Z" "hry88v6s26gd6f9jvbtz57h1" "Spain U17" "e7del0ovpcpntqdgh8idxok4p" "Defender" "1" NA NA NA "1" NA "1" NA NA NA NA NA NA NA NA NA TRUE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA "1" NA NA NA NA NA NA NA NA
"51" NA NA NA "61" "1" "90" "8" "5" "2017-10-10Z" "hry88v6s26gd6f9jvbtz57h1" "Spain U17" "8nbnru9t2qxaotxw0hiaocdt5" "Defender" "2" "2" "1" NA "2" "1" NA NA NA NA NA NA NA NA NA NA TRUE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA "1" NA NA NA NA NA NA NA NA
"40" NA NA NA "45" "1" "90" "1" "2" "2017-10-10Z" "hry88v6s26gd6f9jvbtz57h1" "Spain U17" "5tsp2m5z3xie07ax0wq1qqsix" "Defender" "2" NA "2" "16" "2" "1" NA "2" NA NA NA "2" NA NA NA NA TRUE "dxvpwqw19zx9ripfo5b57pboq" "1" NA NA "1" NA NA NA NA NA NA NA NA
"39" NA NA NA "47" "1" "79" NA "4" "2017-10-10Z" "hry88v6s26gd6f9jvbtz57h1" "Spain U17" "2s7kc8rex8qjwiu2ebb5ow8vd" "Defensive Midfielder" NA NA "3" NA NA NA "1" "2" "3" "1" "1" "1" NA NA NA NA TRUE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA NA NA NA NA NA NA NA NA NA
"48" NA NA NA "57" "1" "70" NA "8" "2017-10-10Z" "hry88v6s26gd6f9jvbtz57h1" "Spain U17" "4zve4017u2i3zvxlnjruv25t5" "Defensive Midfielder" "2" NA NA NA "2" NA "1" "1" NA NA "1" NA NA NA NA NA TRUE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA NA NA NA NA NA NA NA NA NA
"47" NA NA NA "58" "1" "90" NA "11" "2017-10-10Z" "hry88v6s26gd6f9jvbtz57h1" "Spain U17" "d4tdx2ctadv6kc3tbq4as8bmx" "Attacking Midfielder" "1" "1" "3" NA "2" NA "4" "1" "2" "1" NA "2" NA "6" NA NA TRUE "dxvpwqw19zx9ripfo5b57pboq" "1" NA "1" "1" NA NA NA NA NA NA NA NA
"62" NA NA NA "77" "1" "90" NA "10" "2017-10-10Z" "hry88v6s26gd6f9jvbtz57h1" "Spain U17" "anp0gdyndtivpxtd74qd0uj8p" "Attacking Midfielder" NA NA NA NA "1" NA NA "1" NA NA NA "1" NA "1" NA NA TRUE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA "1" NA NA NA NA NA NA NA NA
"23" NA NA NA "34" "1" "90" "1" "7" "2017-10-10Z" "hry88v6s26gd6f9jvbtz57h1" "Spain U17" "2szgrzcosfeifh664tgt3mfvt" "Attacking Midfielder" "2" NA "4" NA "2" "1" "1" "2" "2" NA NA "1" NA NA NA NA TRUE "dxvpwqw19zx9ripfo5b57pboq" "1" NA NA "1" NA NA NA NA NA NA NA NA
"17" NA NA NA "24" "1" "84" "1" "9" "2017-10-10Z" "hry88v6s26gd6f9jvbtz57h1" "Spain U17" "e5xv1rmy69kwuxjxin653ojqh" "Striker" "2" NA "9" NA "2" "4" NA NA "4" "2" "1" NA NA NA NA NA TRUE "dxvpwqw19zx9ripfo5b57pboq" "1" NA NA NA NA NA NA NA NA NA NA NA
"5" NA NA NA "6" NA "11" NA "0" "2017-10-10Z" "hry88v6s26gd6f9jvbtz57h1" "Spain U17" "4fjw9xjyjmri6vncii6zrvhex" "Substitute" NA NA "1" NA "1" NA NA "2" NA NA NA NA NA NA "1" NA TRUE "dxvpwqw19zx9ripfo5b57pboq" "1" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-10Z" "hry88v6s26gd6f9jvbtz57h1" "Spain U17" "3ycgb734ib819ntt5pxyqzgmh" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA NA NA NA NA NA NA NA NA NA
"3" NA NA NA "4" NA "6" NA "0" "2017-10-10Z" "hry88v6s26gd6f9jvbtz57h1" "Spain U17" "7ed21mzmoafbq0ygnnyikhujt" "Substitute" NA NA NA NA NA NA "1" NA NA NA NA NA NA NA "1" NA TRUE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-10Z" "hry88v6s26gd6f9jvbtz57h1" "Spain U17" "4ggz7e009bq3yltc9o6mifbah" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA NA NA NA NA NA NA NA NA NA
"20" NA NA NA "20" NA "20" "1" "0" "2017-10-10Z" "hry88v6s26gd6f9jvbtz57h1" "Spain U17" "4qsncgkvj1t0fxxowqfurs63t" "Substitute" "1" NA NA NA "2" NA "1" NA NA NA NA NA NA NA "1" NA TRUE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-10Z" "hry88v6s26gd6f9jvbtz57h1" "Spain U17" "1wtikted5kmtz3bpu17enlvc9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-10Z" "hry88v6s26gd6f9jvbtz57h1" "Spain U17" "66hmc4980m6tyeqvzc6w8ulm1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-10Z" "hry88v6s26gd6f9jvbtz57h1" "Spain U17" "755is96khd2xj7baowj0pt6uh" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-10Z" "hry88v6s26gd6f9jvbtz57h1" "Spain U17" "bqb9wziyiw0rngildx44uhxbd" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-10Z" "hry88v6s26gd6f9jvbtz57h1" "Spain U17" "b9gvtejjtt3vqukvdeuuo1eqx" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA NA NA NA NA NA NA NA NA NA
"9" "4" "7" "10" "24" "1" "90" "2" "1" "2017-10-10Z" "4jzr3zxmfygqz9bz0ui6xotlh" "Niger U17" "2ayor07guf8dqdkvns09llwtm" "Goalkeeper" NA "1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA NA NA NA NA NA NA NA NA NA
"14" "4" NA NA "23" "1" "90" "5" "3" "2017-10-10Z" "4jzr3zxmfygqz9bz0ui6xotlh" "Niger U17" "dqj0u4deo8yt6rhmunvxufa0a" "Defender" "1" "4" NA "15" "1" NA "2" "1" NA NA NA NA NA NA NA NA FALSE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA NA NA NA NA NA NA NA NA NA
"21" "4" NA NA "37" "1" "90" "8" "6" "2017-10-10Z" "4jzr3zxmfygqz9bz0ui6xotlh" "Niger U17" "589yoche3ejzy7nf3fza3mycq" "Defender" "1" "2" NA NA "2" NA NA NA NA NA NA "1" NA NA NA NA FALSE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA NA NA NA NA NA NA NA NA NA
"19" "4" NA NA "21" "1" "90" "7" "5" "2017-10-10Z" "4jzr3zxmfygqz9bz0ui6xotlh" "Niger U17" "4lxlthttq54n51pmqm7vugq5m" "Defender" "1" NA NA NA "1" NA "1" NA NA NA NA NA NA NA NA NA FALSE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA NA NA NA NA NA NA NA NA NA
"16" "4" NA NA "31" "1" "90" "3" "2" "2017-10-10Z" "4jzr3zxmfygqz9bz0ui6xotlh" "Niger U17" "3cgdq32rlal9xwzcjpzbyc86i" "Defender" "1" NA NA "14" "2" NA "2" "1" NA NA NA "1" "1" NA NA NA FALSE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA NA NA NA NA NA NA NA NA NA
"6" "3" NA NA "9" "1" "62" NA "11" "2017-10-10Z" "4jzr3zxmfygqz9bz0ui6xotlh" "Niger U17" "d0kd9lgxhqmypq3a477bphpwq" "Midfielder" "1" NA NA NA "2" NA "1" NA NA NA "1" NA NA "2" NA NA FALSE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA NA NA NA NA NA NA NA NA NA
"10" "4" NA NA "18" "1" "90" NA "8" "2017-10-10Z" "4jzr3zxmfygqz9bz0ui6xotlh" "Niger U17" "4xjynmz1m9o546zz00ktzhvu2" "Midfielder" "1" NA "8" NA "1" "3" "3" "1" NA NA NA "2" "1" NA NA NA FALSE "dxvpwqw19zx9ripfo5b57pboq" "5" NA NA NA NA NA NA NA NA NA NA NA
"18" "4" NA NA "29" "1" "90" NA "4" "2017-10-10Z" "4jzr3zxmfygqz9bz0ui6xotlh" "Niger U17" "77lofee7j9gvhgvqsitrx7be2" "Midfielder" "1" NA "1" NA "1" "1" "3" "1" NA NA NA NA NA NA NA NA FALSE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA NA NA NA NA NA NA NA NA NA
"19" "3" NA NA "22" "1" "77" NA "7" "2017-10-10Z" "4jzr3zxmfygqz9bz0ui6xotlh" "Niger U17" "1337qv0d2qnladdq18xy57ucq" "Midfielder" "1" NA NA "1" "2" NA NA "2" NA NA "1" NA NA "2" NA NA FALSE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA NA NA NA NA NA NA NA NA NA
"11" "4" NA NA "20" "1" "90" "1" "9" "2017-10-10Z" "4jzr3zxmfygqz9bz0ui6xotlh" "Niger U17" "am4gu76nokudxdhh6sov4c7sa" "Striker" "1" NA "2" NA "1" "2" NA "2" NA NA NA NA NA "1" NA NA FALSE "dxvpwqw19zx9ripfo5b57pboq" NA "1" NA NA NA NA NA NA NA NA NA NA
"5" "4" NA NA "7" "1" "90" NA "10" "2017-10-10Z" "4jzr3zxmfygqz9bz0ui6xotlh" "Niger U17" "9fbqh8aqcjrzqqcuk9z2t52sq" "Striker" NA NA "3" NA NA NA "1" "1" "2" NA NA NA NA NA NA NA FALSE "dxvpwqw19zx9ripfo5b57pboq" "1" "1" NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-10Z" "4jzr3zxmfygqz9bz0ui6xotlh" "Niger U17" "f2kc2252zphrxgok3w7hckn6y" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-10Z" "4jzr3zxmfygqz9bz0ui6xotlh" "Niger U17" "2olkomrflb5vt6c77ry43mtm2" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA NA NA NA NA NA NA NA NA NA
"3" "1" NA NA "7" NA "13" NA "0" "2017-10-10Z" "4jzr3zxmfygqz9bz0ui6xotlh" "Niger U17" "asop7wf4w05agzeq52mlm4sbu" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA FALSE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-10Z" "4jzr3zxmfygqz9bz0ui6xotlh" "Niger U17" "53ufepyvdgrsashaqsnvncdii" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA NA NA NA NA NA NA NA NA NA
"3" "1" NA NA "5" NA "28" NA "0" "2017-10-10Z" "4jzr3zxmfygqz9bz0ui6xotlh" "Niger U17" "c4jngsjy64cwcxtixtkz3vz3e" "Substitute" NA NA NA NA "1" NA NA NA NA NA NA "1" NA NA "1" NA FALSE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-10Z" "4jzr3zxmfygqz9bz0ui6xotlh" "Niger U17" "188infwyalifap6ep0cmy63qi" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-10Z" "4jzr3zxmfygqz9bz0ui6xotlh" "Niger U17" "7uykxtuw5srr4xtbd0l81x0mi" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-10Z" "4jzr3zxmfygqz9bz0ui6xotlh" "Niger U17" "8tlwr5uawe8f9xspzfslpyyy2" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-10Z" "4jzr3zxmfygqz9bz0ui6xotlh" "Niger U17" "im07relxcg0szmr2894azc6i" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "dxvpwqw19zx9ripfo5b57pboq" NA NA NA NA NA NA NA NA NA NA NA NA
"33" "3" "6" "14" "42" "1" "90" "3" "1" "2017-10-09Z" "bb74g2sept06xydqgfhnoh99y" "Turkey U17" "eaf4b3le808xp7j4rejomxf55" "Goalkeeper" NA "1" NA NA "1" NA NA NA NA NA NA NA NA NA NA NA TRUE "43ktrl0o2kb1zoh4j2yd1xp4a" NA NA NA NA NA NA NA NA NA NA NA NA
"22" "3" NA NA "24" "1" "90" "1" "3" "2017-10-09Z" "bb74g2sept06xydqgfhnoh99y" "Turkey U17" "elwv9xl6qxezaatqy5sa60pux" "Defender" "1" "1" NA "12" "1" NA NA NA NA NA NA NA NA NA NA NA TRUE "43ktrl0o2kb1zoh4j2yd1xp4a" NA NA NA NA NA NA NA NA NA NA NA NA
"51" "3" NA NA "58" "1" "90" "5" "6" "2017-10-09Z" "bb74g2sept06xydqgfhnoh99y" "Turkey U17" "71qus42ocy65onjks982qa9k9" "Defender" NA "2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "43ktrl0o2kb1zoh4j2yd1xp4a" NA NA NA NA NA NA NA NA NA NA NA NA
"67" "3" NA NA "78" "1" "90" "3" "5" "2017-10-09Z" "bb74g2sept06xydqgfhnoh99y" "Turkey U17" "6ki6rv564ybctrajr2xtgyeax" "Defender" "3" "2" NA NA "4" NA NA "1" NA NA NA NA NA NA NA NA TRUE "43ktrl0o2kb1zoh4j2yd1xp4a" NA NA NA NA NA NA NA NA NA NA NA NA
"18" "2" NA NA "23" "1" "72" "3" "2" "2017-10-09Z" "bb74g2sept06xydqgfhnoh99y" "Turkey U17" "4715p2tt55o48rsuhbczt7lnu" "Defender" "3" NA NA "7" "3" NA NA NA NA NA "1" NA NA NA NA NA TRUE "43ktrl0o2kb1zoh4j2yd1xp4a" NA NA NA NA NA NA NA NA NA NA NA NA
"37" "3" NA NA "48" "1" "90" NA "4" "2017-10-09Z" "bb74g2sept06xydqgfhnoh99y" "Turkey U17" "56sfr4f94bgln34zphp11x5ux" "Defensive Midfielder" "5" NA "1" NA "6" "1" NA "2" NA NA NA NA NA NA NA NA TRUE "43ktrl0o2kb1zoh4j2yd1xp4a" NA NA NA NA NA NA NA NA NA NA NA NA
"48" "3" NA NA "55" "1" "90" "1" "8" "2017-10-09Z" "bb74g2sept06xydqgfhnoh99y" "Turkey U17" "3qxspaw04nrn5t5sy3zebnox5" "Defensive Midfielder" "2" "1" "3" NA "3" "1" "2" "4" "1" NA NA NA NA NA NA NA TRUE "43ktrl0o2kb1zoh4j2yd1xp4a" "1" NA NA NA NA NA NA NA NA NA NA NA
"18" "3" NA NA "24" "1" "90" NA "11" "2017-10-09Z" "bb74g2sept06xydqgfhnoh99y" "Turkey U17" "1h5s7q9ezqulz6mvvc9981vc9" "Attacking Midfielder" "1" NA "2" NA "1" "1" "3" "3" "1" NA NA "2" NA "2" NA NA TRUE "43ktrl0o2kb1zoh4j2yd1xp4a" NA NA NA NA NA NA NA NA NA NA NA NA
"19" "1" NA NA "19" "1" "45" NA "10" "2017-10-09Z" "bb74g2sept06xydqgfhnoh99y" "Turkey U17" "ckhze88eoac6norauho2swdm1" "Attacking Midfielder" "1" NA "1" NA "1" "1" "1" "1" NA NA "1" NA NA NA NA NA TRUE "43ktrl0o2kb1zoh4j2yd1xp4a" NA NA NA NA NA NA NA NA NA NA NA NA
"8" "1" NA NA "14" "1" "43" NA "7" "2017-10-09Z" "bb74g2sept06xydqgfhnoh99y" "Turkey U17" "eikdf6bvfyzmb0ahxtyokd5gp" "Attacking Midfielder" "1" NA NA NA "1" NA "1" NA NA NA "1" NA NA NA NA NA TRUE "43ktrl0o2kb1zoh4j2yd1xp4a" NA NA NA NA NA NA NA NA NA NA NA NA
"15" "3" NA NA "23" "1" "90" NA "9" "2017-10-09Z" "bb74g2sept06xydqgfhnoh99y" "Turkey U17" "c68yia4sqepkyhghai8zplu5l" "Striker" NA NA "1" NA NA NA "2" "4" "1" NA NA NA NA NA NA NA TRUE "43ktrl0o2kb1zoh4j2yd1xp4a" NA NA NA NA NA NA NA NA NA NA NA NA
"38" "2" NA NA "44" NA "47" "1" "0" "2017-10-09Z" "bb74g2sept06xydqgfhnoh99y" "Turkey U17" "cwmul29ft1p1tw8s749fk5jah" "Substitute" "1" NA NA NA "1" NA "2" "1" NA NA NA NA NA NA "1" NA TRUE "43ktrl0o2kb1zoh4j2yd1xp4a" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-09Z" "bb74g2sept06xydqgfhnoh99y" "Turkey U17" "870a2o66xmp2rd6awenz9vofe" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "43ktrl0o2kb1zoh4j2yd1xp4a" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-09Z" "bb74g2sept06xydqgfhnoh99y" "Turkey U17" "19caep2ctbplgzx7qc2x2ea5l" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "43ktrl0o2kb1zoh4j2yd1xp4a" NA NA NA NA NA NA NA NA NA NA NA NA
"5" "1" NA NA "6" NA "18" NA "0" "2017-10-09Z" "bb74g2sept06xydqgfhnoh99y" "Turkey U17" "32xosdt448n4raj1zfyrukkx5" "Substitute" "2" NA NA "2" "3" NA "1" "1" NA NA NA NA NA NA "1" NA TRUE "43ktrl0o2kb1zoh4j2yd1xp4a" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-09Z" "bb74g2sept06xydqgfhnoh99y" "Turkey U17" "e9xuwz814l18s8ferkabwgpgp" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "43ktrl0o2kb1zoh4j2yd1xp4a" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-09Z" "bb74g2sept06xydqgfhnoh99y" "Turkey U17" "bnsgvji6evzrnl64sqqgffaax" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "43ktrl0o2kb1zoh4j2yd1xp4a" NA NA NA NA NA NA NA NA NA NA NA NA
"13" "2" NA NA "19" NA "45" NA "0" "2017-10-09Z" "bb74g2sept06xydqgfhnoh99y" "Turkey U17" "vz2i81khjdwu7yc3n46zrv1l" "Substitute" NA NA NA NA NA NA "1" "1" NA NA NA NA NA NA "1" NA TRUE "43ktrl0o2kb1zoh4j2yd1xp4a" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-09Z" "bb74g2sept06xydqgfhnoh99y" "Turkey U17" "704fibvepqkbkei5lqyprpdrd" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "43ktrl0o2kb1zoh4j2yd1xp4a" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-09Z" "bb74g2sept06xydqgfhnoh99y" "Turkey U17" "a3r3h6fl0zacdd9f7z3p0kp9l" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "43ktrl0o2kb1zoh4j2yd1xp4a" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-09Z" "bb74g2sept06xydqgfhnoh99y" "Turkey U17" "71xu4u1tpe5g869pg3zzkylpm" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "43ktrl0o2kb1zoh4j2yd1xp4a" NA NA NA NA NA NA NA NA NA NA NA NA
"12" NA "3" "7" "18" "1" "90" "1" "1" "2017-10-09Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "b3jzixe1q1zfkwta4hahssdbe" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE "43ktrl0o2kb1zoh4j2yd1xp4a" NA NA NA "1" NA NA NA NA NA NA NA NA
"42" NA NA NA "48" "1" "90" "2" "3" "2017-10-09Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "5nmwnz58twsw5h33k7igex7je" "Defender" "1" NA "1" "16" "2" "1" NA "1" NA NA NA "1" NA NA NA NA FALSE "43ktrl0o2kb1zoh4j2yd1xp4a" NA "1" NA "1" NA NA NA NA NA NA NA NA
"29" NA NA NA "35" "1" "90" "1" "6" "2017-10-09Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "w2vl9v64tb5m7tzoj20aemay" "Defender" "4" NA NA NA "4" NA "2" NA NA NA NA NA "1" NA NA NA FALSE "43ktrl0o2kb1zoh4j2yd1xp4a" NA NA NA "1" NA NA NA NA NA NA NA NA
"32" NA NA NA "39" "1" "90" "3" "5" "2017-10-09Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "12uxqpy1ctpyaqv2i9mx1iicq" "Defender" "1" "1" "3" "1" "4" "1" "2" NA "1" NA NA "1" "1" NA NA NA FALSE "43ktrl0o2kb1zoh4j2yd1xp4a" "1" NA NA "1" NA NA NA NA NA NA NA NA
"21" NA NA NA "29" "1" "90" NA "2" "2017-10-09Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "50fuvxhgkf90m6pd2s3xh97ca" "Defender" "4" NA "2" "11" "4" NA NA "1" "1" "1" NA NA NA NA NA NA FALSE "43ktrl0o2kb1zoh4j2yd1xp4a" "1" NA NA "1" NA NA NA NA NA NA NA NA
"38" NA NA NA "41" "1" "90" NA "4" "2017-10-09Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "1cymr8nuh9bzfcvc7vnkafuju" "Defensive Midfielder" "4" NA "2" NA "5" "1" "1" "2" "1" NA NA "1" NA NA NA NA FALSE "43ktrl0o2kb1zoh4j2yd1xp4a" NA NA NA "1" NA NA NA NA NA NA NA NA
"23" NA NA NA "30" "1" "90" NA "11" "2017-10-09Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "1ijd2w1daaf4b3j5ql43xbskq" "Midfielder" "2" NA "3" NA "4" "1" "3" "1" "1" "1" NA "1" NA NA NA NA FALSE "43ktrl0o2kb1zoh4j2yd1xp4a" "1" "1" NA "1" NA NA NA NA NA NA NA NA
"33" NA NA NA "36" "1" "83" "1" "10" "2017-10-09Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "8ckhpp54jbvoyd2trwjdyt1ey" "Midfielder" "3" "1" "4" "2" "3" "1" "4" "4" "1" NA "1" "1" NA "2" NA NA FALSE "43ktrl0o2kb1zoh4j2yd1xp4a" "2" NA NA NA NA NA NA NA NA NA NA NA
"45" NA NA NA "53" "1" "90" NA "8" "2017-10-09Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "2rio84cmao72sc7lnsodwzzhm" "Midfielder" "6" NA "3" NA "6" "3" "2" "3" NA NA NA NA "1" NA NA NA FALSE "43ktrl0o2kb1zoh4j2yd1xp4a" NA NA NA "1" NA NA NA NA NA NA NA NA
"21" NA NA NA "27" "1" "76" NA "7" "2017-10-09Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "ckpzr2b77xmqaty1mhuu2clm2" "Midfielder" "1" NA NA NA "1" NA "1" NA NA NA "1" NA NA "5" NA NA FALSE "43ktrl0o2kb1zoh4j2yd1xp4a" NA NA "1" NA NA NA NA NA NA NA NA NA
"8" NA NA NA "15" "1" "81" NA "9" "2017-10-09Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "ahv7cwytku1n7jwn3qx2ohqwa" "Striker" NA NA "7" NA NA "2" "1" NA "3" "1" "1" "2" NA NA NA NA FALSE "43ktrl0o2kb1zoh4j2yd1xp4a" "2" "1" NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-09Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "a0woxqoq0agepsp41935lja0a" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "43ktrl0o2kb1zoh4j2yd1xp4a" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-09Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "6vx4qtszqrn4ynbmkkpvchpbe" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "43ktrl0o2kb1zoh4j2yd1xp4a" NA NA NA NA NA NA NA NA NA NA NA NA
